DRUGBANK_ID,pipe_genesymbol
DB00279,GABRA2
DB00279,GABRA4
DB00279,GABRG3
DB00279,GABRA6
DB00279,GABRA1
DB00279,GABRB3
DB00279,GABRB2
DB00279,GABRQ
DB00279,GABRE
DB00589,ADRB1
DB00589,ADRB2
DB00589,HRH1
DB00589,HRH2
DB00589,CYP2D6
DB00589,ADRA1D
DB00589,ADRA1B
DB00589,HTR7
DB13411,DRD2
DB13411,HTR1A
DB13411,HTR2C
DB13411,ADRA1A
DB13411,HRH1
DB13411,CHRM1
DB13411,CHRM2
DB13411,CHRM3
DB13411,CHRM4
DB13411,CHRM5
DB04948,HTR1A
DB04948,NISCH
DB04948,ADRA1B
DB04948,ADRA1D
DB04948,ADRA1A
DB13432,PTGES
DB00836,ADRB2
DB00836,SCN5A
DB00836,GRIN2A
DB00836,SIGMAR1
DB00836,SLC6A4
DB00836,HTR2B
DB00836,DRD3
DB00836,HRH1
DB00836,HRH2
DB00836,AOX1
DB00836,CACNA1A
DB00836,ADRA1D
DB00836,OPRK1
DB00836,CALM1
DB00836,CALM2
DB00836,CALM3
DB00836,SSTR5
DB00836,GRIN2B
DB00836,GRIN2C
DB00836,GRIN2D
DB00836,SLC22A1
DB00836,ADRA1B
DB00836,PGRMC1
DB00836,ADRA1A
DB00836,CES2
DB00836,SCN1A
DB00836,SCN2A
DB00836,SCN3A
DB00836,MEN1
DB00836,PICALM
DB01601,KCNH2
DB01601,ZMPSTE24
DB13643,GABRG2
DB13643,GABRB3
DB13643,GABRA2
DB13643,GABRA3
DB13643,GABRA5
DB13643,GABRA1
DB00455,KCNH2
DB00455,ABCB1
DB00455,HTR2B
DB00455,NR1I2
DB00455,KCNK9
DB00455,NR1H4
DB00186,FABP1
DB13653,SCN5A
DB13653,SCN1B
DB13653,SCN2B
DB13653,SCN3B
DB13653,SCN4B
DB00678,ACE
DB00678,CYP2C9
DB00678,AGTR2
DB00678,AGTR1B
DB00678,PDE3B
DB00678,PDE3A
DB00678,PDE4A
DB00678,PDE4B
DB00678,PDE4C
DB00678,PDE4D
DB00678,GP6
DB00227,SLC6A2
DB00227,SLC6A3
DB00227,ADORA1
DB00227,HCAR2
DB00227,HCAR3
DB00227,HDAC2
DB00227,HDAC1
DB00227,HDAC6
DB00227,TACR2
DB00227,AR
DB00227,ACHE
DB00227,BCHE
DB00227,ITGAL
DB00227,ACAT1
DB00408,ADRA2A
DB00408,SLC6A2
DB00408,HTR1A
DB00408,ADRA1A
DB00408,ADRA2B
DB00408,DRD5
DB00408,HRH2
DB00408,HRH4
DB00408,CHRM1
DB00408,CHRM2
DB00408,CHRM3
DB00408,CHRM4
DB00408,CHRM5
DB00408,HTR1B
DB00408,HTR1D
DB00408,ADRA2C
DB00408,HTR3A
DB00408,ADRA1B
DB00408,HTR5A
DB00408,HTR1E
DB00408,KCNK2
DB00408,HTR7
DB00408,ADRA1D
DB09212,PTGS2
DB09212,PTGS1
DB04967,APEX1
DB06708,KCNH2
DB01283,PTGS1
DB04829,ADRB1
DB04829,ADRB2
DB04829,DRD2
DB04829,HTR7
DB04829,DRD3
DB04829,DRD5
DB04829,HRH1
DB04829,HTR1D
DB04829,DRD4
DB04829,HTR5A
DB04829,HTR1E
DB04829,DRD1
DB00123,GSR
DB06795,CA2
DB06795,CA1
DB06795,CA4
DB06795,CA9
DB06795,CA12
DB06795,CA5A
DB06795,CA5B
DB06795,CA7
DB06795,CA6
DB06795,CA14
DB06795,CA13
DB00772,MTNR1A
DB00772,ACE
DB09238,CACNA1D
DB09238,CACNA1C
DB00934,DRD2
DB00934,ADRA2A
DB00934,SLC6A4
DB00934,HTR2A
DB00934,HTR2B
DB00934,HTR2C
DB00934,HTR6
DB00934,ADRA1A
DB00934,ADRA2B
DB00934,DRD3
DB00934,DRD5
DB00934,HRH1
DB00934,HRH2
DB00934,CHRM1
DB00934,CHRM2
DB00934,CHRM3
DB00934,CHRM4
DB00934,CHRM5
DB00934,AOX1
DB00934,ADRA2C
DB00934,SLC6A3
DB00934,ADRA1D
DB00934,ABCG2
DB00934,ADRA1B
DB00934,KCNJ6
DB00179,TTR
DB00179,ESR1
DB00179,AR
DB00179,CYP19A1
DB00179,ALOX5
DB00179,IGF1R
DB00179,ALOX15
DB00179,HSD17B1
DB00179,HSD17B2
DB00179,ALOX12
DB00179,LTB4R
DB00179,TRPA1
DB00179,PTGS1
DB00179,PTGS2
DB00179,ALOX15B
DB00579,SIGMAR1
DB00579,SLC6A4
DB00579,HRH1
DB00643,ABL1
DB00643,KDR
DB13808,HRH1
DB13808,HRH4
DB13808,CHRM1
DB13808,HTR5A
DB00657,CHRNB4
DB00657,CHRNB2
DB00657,CHRNB3
DB00939,PTGS2
DB00939,PTGS1
DB00939,TTR
DB00939,AR
DB00939,AKR1C1
DB00939,AKR1C2
DB00939,AKR1C3
DB00939,ALOX5
DB00939,FABP2
DB00939,FABP1
DB00939,MAPK1
DB13437,GABRP
DB13437,GABRB1
DB13437,GABRD
DB13437,GABRG2
DB13437,GABRA5
DB13437,GABRA3
DB13437,GABRG1
DB13437,GABRA2
DB13437,GABRA4
DB13437,GABRG3
DB13437,GABRA6
DB13437,GABRA1
DB13437,GABRB3
DB13437,GABRB2
DB13437,GABRQ
DB13437,GABRE
DB00603,HRH2
DB00603,NR3C1
DB00603,NR3C2
DB00603,AKR1C1
DB00603,AKR1C2
DB00603,AKR1C3
DB00603,CYP2C19
DB00603,SHBG
DB00603,ESR2
DB00784,AKR1B1
DB00784,AKR1C1
DB00784,AKR1C2
DB00784,AKR1C3
DB00784,MPO
DB00784,ACHE
DB00784,TRPA1
DB00784,AKR1B10
DB00784,NAPRT
DB00351,ABCB1
DB00351,NR3C1
DB00351,CYP2C9
DB04377,HMGCR
DB01065,MPO
DB01065,HRH3
DB01065,CYP1B1
DB09224,DRD2
DB09224,ADRA2A
DB09224,KCNH2
DB09224,HTR1A
DB09224,HTR2A
DB09224,HTR2C
DB09224,ADRA1A
DB09224,DRD3
DB09224,HRH1
DB09224,CHRM2
DB09224,CHRM4
DB09224,HTR1D
DB09224,CYP2D6
DB09224,DRD4
DB01043,HTR3A
DB01043,SLC22A1
DB01043,GRIN2C
DB00170,GSR
DB00170,IDO1
DB00170,CDC25B
DB00170,TPR
DB00170,CDC25C
DB00170,UCHL3
DB00170,CDC25A
DB00170,DUSP6
DB00170,DUSP1
DB15944,AKR1B1
DB04843,CHRM1
DB04843,CHRM2
DB04843,CHRM3
DB04843,SLC22A1
DB00454,KCNH2
DB00454,SLC6A3
DB00454,GRIN3A
DB00454,SLC22A1
DB00454,SLC6A4
DB00454,SIGMAR1
DB00849,GABRG2
DB00849,GABRB3
DB00961,SCN5A
DB00961,SCN1A
DB00961,SCN2A
DB00961,SCN3A
DB00961,SCN4A
DB00961,SCN8A
DB00961,SCN9A
DB00371,ABCB1
DB13478,SLC22A1
DB13478,ACHE
DB13478,OPRM1
DB01071,CHRM1
DB01071,CHRM2
DB01071,CHRM3
DB01071,CHRM4
DB01071,CHRM5
DB01071,TPR
DB01033,PTGS1
DB01033,ABCC5
DB01033,PNP
DB00244,TNF
DB00244,HAO1
DB00933,KCNH2
DB00933,HTR6
DB00933,HRH1
DB00933,CHRM1
DB00933,CHRM2
DB00933,CHRM3
DB00933,CHRM4
DB00933,CHRM5
DB00933,DRD4
DB01357,CNR1
DB01357,SLC6A4
DB01357,SLC6A2
DB01357,PGR
DB13520,HTR4
DB13520,DRD2
DB13520,ADRA2A
DB13520,SLC6A4
DB13520,SLC6A2
DB13520,HTR1A
DB13520,ADRA2B
DB13520,DRD3
DB13520,HRH1
DB13520,HRH2
DB13520,ADRA2C
DB13520,SLC6A3
DB13520,CYP2D6
DB13520,ADRA1D
DB13520,ACHE
DB13520,TACR2
DB13520,ADRA1B
DB13520,ADRA1A
DB00331,DPP4
DB00331,NDUFS8
DB00331,NDUFA4
DB00331,NDUFAB1
DB00331,NDUFA1
DB00331,NDUFS4
DB00331,NDUFB5
DB00331,NDUFB3
DB00331,NDUFC1
DB00331,NDUFA2
DB00331,NDUFS5
DB00331,NDUFS7
DB00331,NDUFS2
DB00331,NDUFS6
DB00331,NDUFB1
DB00331,NDUFS3
DB00331,NDUFB6
DB00331,NDUFA3
DB00331,NDUFB4
DB00331,NDUFB8
DB00331,NDUFB2
DB00331,NDUFA7
DB00331,NDUFC2
DB00331,NDUFA10
DB00331,NDUFB10
DB00331,MT-ND1
DB00331,MT-ND2
DB00331,MT-ND3
DB00331,MT-ND4L
DB00331,MT-ND4
DB00331,MT-ND5
DB00331,MT-ND6
DB00331,NDUFB7
DB00331,NDUFV2
DB00331,NDUFS1
DB00331,NDUFV1
DB00331,NDUFA8
DB00331,NDUFV3
DB00331,NDUFA6
DB00331,NDUFA5
DB00331,NDUFA9
DB00331,NDUFA11
DB00331,NDUFAF2
DB00331,NDUFAF3
DB00331,NDUFA4L2
DB00331,NDUFB11
DB00331,NDUFAF4
DB00331,NDUFA13
DB00331,NDUFA12
DB00331,NDUFAF1
DB00331,NDUFB9
DB06709,CHRM1
DB06709,CHRM2
DB06709,CHRM3
DB06709,CHRM4
DB00931,RAD52
DB00333,GRIN3A
DB00333,CHRNA10
DB00333,SIGMAR1
DB01433,KCNH2
DB01433,OPRM1
DB01577,SIGMAR1
DB01577,HTR2B
DB00940,CHRM2
DB00940,CHRM4
DB00940,CHRM3
DB04819,ADRA2A
DB04819,SLC6A4
DB04819,SLC6A2
DB04819,HTR2A
DB04819,HTR2B
DB04819,HTR2C
DB04819,HTR6
DB04819,ADRA2B
DB04819,HRH1
DB04819,CHRM1
DB04819,CHRM2
DB04819,CHRM5
DB04819,SLC6A3
DB04833,GABRA1
DB04833,GABRG2
DB04833,GABRB2
DB04833,GABRB3
DB04833,GABRA2
DB04833,GABRA3
DB04833,GABRD
DB04833,GABRA4
DB04833,GABRA5
DB04833,GABRA6
DB01603,DOCK3
DB01603,BEX3
DB00763,LPO
DB00763,DBH
DB00474,GLRA1
DB00474,GABRG2
DB00474,GABRB3
DB00474,CHRNB2
DB00474,CHRNA2
DB00563,ABCB1
DB00563,ABCC5
DB00563,FOLR2
DB00563,HMGB1
DB00723,ADRA2B
DB00723,ADRA2C
DB00723,ADRA2A
DB11315,CHRM4
DB11315,CHRM5
DB13401,ATP1A1
DB00968,DDC
DB00968,EGFR
DB00968,FYN
DB00968,ALOX15
DB08167,GSR
DB08167,MAOB
DB08167,MAOA
DB08167,TXNRD1
DB08167,APP
DB00353,DRD2
DB00353,ADRA2A
DB00353,HTR1A
DB00353,HTR6
DB00353,ADRA2B
DB00353,DRD3
DB00353,CYP2D6
DB00353,HTR1B
DB00704,CYP2D6
DB00704,CHRNA7
DB00704,CHRNA4
DB14212,CA2
DB14212,CA1
DB14212,CA9
DB14212,CA12
DB14212,CA7
DB14212,CA14
DB00422,ADRA2A
DB00422,ADRA2B
DB00422,ADRA2C
DB14644,NR3C1
DB00340,HTR2C
DB00340,BCHE
DB01233,HTR4
DB01233,ADRA2A
DB01233,HTR2A
DB01233,HTR2B
DB01233,HTR2C
DB01233,DRD3
DB01233,AOX1
DB01233,HTR3A
DB01233,MPO
DB01233,SLC22A1
DB01233,HTR3B
DB01233,HTR3E
DB01233,HTR3D
DB01233,HTR3C
DB01233,HTR1A
DB01233,HTR1B
DB01233,HTR1D
DB01233,HTR1F
DB01233,ADRA2B
DB01233,ADRA2C
DB01233,ADRA1B
DB01233,ADRA1D
DB01233,ADRA1A
DB00524,CA7
DB13591,DRD2
DB13591,DRD3
DB13591,HRH1
DB00264,HTR1A
DB00264,ADRB3
DB01011,CYP11B2
DB00379,SCN1B
DB00379,SCN2B
DB00379,SCN3B
DB00379,SCN4B
DB00379,KCNH2
DB00379,HTR2B
DB00379,SCN1A
DB00379,SCN2A
DB00379,SCN9A
DB00379,SCN10A
DB00379,KCNK3
DB00379,HCN4
DB00379,SLC22A2
DB00948,PTGS2
DB00948,CNR1
DB00948,PTGS1
DB00948,CYP3A4
DB00948,PTGER1
DB00948,ADORA3
DB00948,CA2
DB00948,ABCC1
DB00948,CYP2C8
DB00948,PTGDR2
DB00948,CYP2C9
DB00948,AKR1B1
DB00948,PTGER3
DB00948,AKR1C3
DB00948,ALOX5
DB00948,PPARG
DB00948,PDE11A
DB00948,PTGER2
DB00948,PTGER4
DB00948,PTGDR
DB00948,CNR2
DB00948,TBXAS1
DB00948,ALB
DB00948,CXCL8
DB00948,IL1R1
DB00948,PTGDS
DB06148,DRD2
DB06148,SLC6A4
DB06148,SLC6A2
DB06148,HTR1A
DB06148,ADRA2B
DB06148,DRD3
DB06148,HRH2
DB06148,HRH4
DB06148,CHRM1
DB06148,CHRM2
DB06148,CHRM3
DB06148,CHRM4
DB06148,CHRM5
DB06148,HTR1B
DB06148,HTR1D
DB06148,ADRA2C
DB06148,SLC6A3
DB06148,DRD4
DB06148,HTR1F
DB06148,HTR3B
DB06148,SCN1A
DB06148,SCN2A
DB06148,SCN3A
DB01388,SCN5A
DB01388,ABCB1
DB01388,SCN9A
DB01388,KCNK9
DB01388,CACNA1B
DB01388,SCN2A
DB01388,CACNA1E
DB01388,CACNA1A
DB01388,ORAI1
DB01388,SCN4A
DB01110,ATP1A2
DB01110,ADRB1
DB01110,PTGS2
DB01110,CNR1
DB01110,OPRM1
DB01110,DRD1
DB01110,DRD2
DB01110,ADORA2A
DB01110,ADRA2A
DB01110,KCNH2
DB01110,SLC6A4
DB01110,SLC6A2
DB01110,HTR1A
DB01110,HTR2A
DB01110,HTR2B
DB01110,HTR2C
DB01110,HTR6
DB01110,ADRA2B
DB01110,DRD3
DB01110,HRH2
DB01110,CHRM1
DB01110,CHRM2
DB01110,CHRM3
DB01110,CHRM4
DB01110,ADRB3
DB01110,SLC6A3
DB01110,ADORA1
DB01110,ADORA3
DB01110,DRD4
DB01110,ADRA1D
DB01110,OPRK1
DB01110,OPRD1
DB01110,ACHE
DB01110,CYP19A1
DB01110,EGFR
DB01110,TACR1
DB01110,CYP17A1
DB01110,ALPL
DB01110,FYN
DB01110,ERBB2
DB01110,TBXAS1
DB01110,CYP51A1
DB01110,IDO1
DB01110,AGTR2
DB01110,TACR2
DB01110,AR
DB01110,HTR1B
DB01110,MC4R
DB01110,MC5R
DB01110,MC3R
DB01110,PGRMC1
DB01110,PGR
DB01110,BCHE
DB01110,IDO2
DB01110,MDH1
DB01110,ORAI1
DB01110,CYP8B1
DB00683,TRHR
DB00211,HSP90AA1
DB00834,OPRM1
DB00834,SIGMAR1
DB00834,ADRA2B
DB00834,OPRK1
DB00834,NR3C2
DB00834,ESR1
DB00834,ESR2
DB00834,FYN
DB00834,MAPK14
DB00834,ALOX15
DB00491,AMY2A
DB00491,GBA
DB00491,SI
DB00491,AGL
DB00491,LCT
DB00491,GLB1
DB00419,MGAM
DB00419,GAA
DB00419,SI
DB00419,GBA2
DB00419,AGL
DB00419,PDGFB
DB00419,TREH
DB04896,GRIN2A
DB04896,SLC6A3
DB04896,ELK3
DB00235,PDE4B
DB00235,PDE4C
DB00235,PDE4D
DB09031,AKT1
DB09031,CDC25A
DB01055,SHMT1
DB01055,TYR
DB01055,DOHH
DB00805,CHRM1
DB00805,ACHE
DB00370,DRD1
DB00370,DRD2
DB00370,SLC6A2
DB00370,HTR7
DB00370,ADRA1A
DB00370,DRD3
DB00370,HRH1
DB00370,CHRM1
DB00370,CHRM2
DB00370,ADRA1B
DB00370,ADRA1D
DB00929,PTGER2
DB00929,PTGER4
DB00929,PTGFR
DB00305,IDO1
DB00648,ADRA2A
DB00648,SLC6A4
DB00648,SLC6A2
DB00648,HTR2B
DB00648,HTR6
DB00648,SLC6A3
DB00648,ADORA3
DB00648,FDX1
DB01204,KCNH2
DB01204,SLC6A2
DB01204,HTR2C
DB01204,CHRM1
DB01204,CHRM2
DB01204,CHRM4
DB01204,ABCC2
DB01204,ABCC1
DB01204,EGFR
DB01204,FYN
DB01204,ERBB2
DB01204,SLC22A1
DB01204,APEX1
DB01204,ALOX15
DB01204,BTK
DB01204,ROS1
DB01204,SLC22A2
DB01204,SLC47A1
DB01204,SLC47A2
DB01204,SLC22A3
DB01204,MPG
DB01204,DYRK1A
DB01226,CHRNA1
DB01226,CHRNB1
DB01226,CHRND
DB12523,KCNH2
DB12523,ALOX5
DB01171,KCNH2
DB01171,HTR1A
DB00745,DRD2
DB00745,ADRA1B
DB00745,ELK3
DB01618,ADRA2A
DB01618,SIGMAR1
DB01618,HTR1A
DB01618,HTR2C
DB01618,HTR6
DB01618,HTR7
DB01618,ADRA1A
DB01618,ADRA2B
DB01618,DRD3
DB01618,CHRM3
DB01618,ADRA2C
DB01618,DRD4
DB14512,ABCB1
DB14512,PGR
DB00600,PTGS2
DB00600,PTGS1
DB00600,SLC6A2
DB00600,ALOX15
DB00471,ADRB2
DB00471,ADRA2A
DB00471,SLC6A2
DB00471,HTR2B
DB00471,DRD3
DB00471,CHRM1
DB00471,CHRM3
DB00471,ADRB3
DB00471,ADRA2C
DB00471,SLC6A3
DB00471,ADORA3
DB00471,OPRD1
DB00471,EGFR
DB00471,FYN
DB00471,TBXAS1
DB00471,CYSLTR2
DB00471,MAPK14
DB00471,TACR2
DB00471,GPR17
DB13554,DRD2
DB13554,DRD3
DB13554,DRD4
DB00295,OPRL1
DB00295,SIGMAR1
DB00295,DRD1
DB00295,DRD3
DB00295,DRD5
DB00295,DRD4
DB13676,DRD4
DB11675,ADRA2A
DB11675,SIGMAR1
DB11675,KCNH2
DB11675,CYP3A4
DB11675,SLC6A4
DB11675,HTR2B
DB11675,HTR2C
DB11675,ADRA2B
DB11675,CYP2C9
DB11675,CYP1A2
DB11675,CYP2C19
DB11675,HTR3B
DB00218,CCL18
DB09242,HTR1A
DB09242,NISCH
DB00410,IARS1
DB00461,SLC6A2
DB00461,MAOA
DB12598,PLG
DB12598,F2
DB12598,KLK1
DB12598,F10
DB12598,ST14
DB12598,C1S
DB12598,HPN
DB12598,HGFAC
DB13588,HTR2A
DB12092,ADRB2
DB12092,ADRA2B
DB12092,ADRA2C
DB12092,ADRA2A
DB12092,ADRA1B
DB12092,ADRA1D
DB00779,HTR2B
DB11490,SIGMAR1
DB01183,CYP2D6
DB01183,ADORA3
DB01183,CCR5
DB01183,SIGMAR1
DB13169,SERPINA6
DB13169,SHBG
DB13169,SLC22A1
DB13169,PGR
DB08804,SERPINA6
DB08804,SHBG
DB08804,SLC22A1
DB08804,PGR
DB00984,ESR1
DB00788,AKR1C2
DB00788,AKR1C3
DB00788,PTGDS
DB00788,LIPE
DB00731,SLC22A6
DB00731,ABCC9
DB04861,HTR1A
DB00716,GPR35
DB01149,DRD2
DB01149,HTR1A
DB01149,ADRA2B
DB01149,HRH1
DB01149,SLC6A3
DB01149,ACHE
DB01149,ABCB11
DB12293,SCN5A
DB12293,SLC6A4
DB12293,SLC6A2
DB12293,HTR2A
DB12293,HTR2B
DB12293,HTR2C
DB12293,SLC6A3
DB00220,OPRM1
DB00220,DRD1
DB00220,SLC6A2
DB00220,CHRM5
DB00220,ADRB3
DB00220,SLC6A3
DB00220,ADORA3
DB00220,OPRK1
DB00220,OPRD1
DB00220,EGFR
DB00220,LCK
DB00220,FYN
DB00220,TBXAS1
DB00220,MAPK3
DB00220,MAPK14
DB00220,TACR2
DB00220,AR
DB00220,ALOX15
DB00220,PGR
DB00452,TRPV1
DB00452,CHGA
DB00452,SPAG9
DB00452,LRAT
DB00452,MEN1
DB00452,CASR
DB01400,BCHE
DB13445,SIGMAR1
DB02701,HCAR2
DB02701,HCAR3
DB02701,NNMT
DB02701,QPRT
DB02701,SIRT2
DB02701,FAAH
DB02701,SIRT5
DB02701,SARM1
DB00622,ABCG2
DB00622,CYP2C9
DB00622,CACNA1H
DB00622,ADORA1
DB00622,ADORA2A
DB00622,SLC29A1
DB00622,ADRA2B
DB00622,ADRA2C
DB00622,ADRA2A
DB00622,ADRA1B
DB00622,ADRA1D
DB00622,ADRA1A
DB00622,CACNA1D
DB00622,CACNA1S
DB00622,MDH1
DB00622,KCNA4
DB06803,KIT
DB06803,EGFR
DB06803,SRC
DB06803,KDR
DB06803,JAK2
DB06803,TEK
DB06803,LYN
DB06803,FGFR1
DB06803,AURKA
DB06803,AKT1
DB06803,GSK3B
DB06803,PDPK1
DB09220,KCNJ1
DB09220,NPR1
DB00184,KCND3
DB00184,CYP2A6
DB00184,CHRND
DB00184,CHRNA1
DB00184,CHRNB3
DB00184,CHRNA5
DB00184,CHRNB1
DB00184,CHRNA6
DB00184,HTR3E
DB00184,HTR3A
DB00184,HTR3D
DB00184,HTR3C
DB00184,CHRNG
DB00184,CHRM1
DB00184,CHRM3
DB00184,CHRM4
DB00184,CHRM5
DB01115,SLC28A1
DB01115,ADORA2A
DB01115,KCNH2
DB01115,HTR2A
DB01115,HTR2C
DB01115,ADORA1
DB01115,ADORA3
DB01115,GSR
DB01115,TTR
DB01115,ABCB11
DB01115,CACNA1H
DB01115,KCNA1
DB01115,PDE4A
DB01115,KCNA2
DB01115,MYLK
DB01115,TBXAS1
DB01115,CCR2
DB01115,ALOX15
DB01115,ACHE
DB01115,BCHE
DB01115,IDO2
DB01115,SCN1A
DB01115,SCN2A
DB01115,SCN3A
DB01115,IDO1
DB01115,KCNA7
DB01115,KCNK2
DB16008,KCNH2
DB16008,SLC22A2
DB16008,SLC47A1
DB16008,SLC47A2
DB04552,PTGS2
DB04552,PTGS1
DB04552,DHODH
DB04552,TTR
DB04552,CLCNKA
DB04552,KCNT2
DB04552,CLCNKB
DB04552,TEAD4
DB13855,STAT3
DB04868,CA2
DB04868,CA1
DB04868,CA4
DB04868,NQO2
DB04868,CA9
DB04868,CA12
DB04868,CA5A
DB04868,CA5B
DB04868,CA7
DB04868,SRC
DB04868,LCK
DB04868,YES1
DB04868,FYN
DB04868,EPHA2
DB04868,RAF1
DB04868,BRAF
DB04868,RET
DB04868,CSF1R
DB04868,INSR
DB04868,MAPK8
DB04868,HCK
DB04868,CA3
DB04868,CA6
DB04868,MAPK10
DB04868,JAK2
DB04868,CSK
DB04868,TEK
DB04868,EPHA8
DB04868,BMX
DB04868,CA14
DB04868,FGFR1
DB04868,STK10
DB04868,ABL2
DB04868,MAPK11
DB04868,EPHA5
DB04868,EPHA4
DB04868,FGFR2
DB04868,EPHA6
DB04868,FGR
DB04868,EPHA3
DB04868,MAPK14
DB04868,FRK
DB04868,CLK1
DB04868,EPHB1
DB04868,CLK4
DB04868,MAPK9
DB04868,EPHB4
DB04868,CA13
DB04868,NTRK2
DB04868,EPHB2
DB04868,MAP3K20
DB04868,TIE1
DB04868,NTRK3
DB04868,TNNI3K
DB04868,MAP4K1
DB04868,BLK
DB04868,CDC42BPB
DB04868,EPHA1
DB04868,EPHB3
DB04868,EPHB6
DB04868,TAOK1
DB04868,TAOK3
DB04868,PIP4K2C
DB04868,MAP2K5
DB06712,CACNG1
DB06712,CACNA1C
DB06712,CACNA1D
DB04743,SLC6A3
DB04743,CYP19A1
DB04743,PDE4A
DB04743,MMP1
DB04743,SLC6A19
DB00393,SLC28A1
DB00393,CNR1
DB00393,CYP3A4
DB00393,ADORA3
DB00393,NR1I2
DB00393,CYP2C9
DB00393,CACNA1H
DB00393,CYP2C19
DB00393,ADORA1
DB00393,ADORA2A
DB00401,ADORA2A
DB00401,KCNH2
DB00401,ADORA3
DB00401,CACNA1H
DB00401,SCN1A
DB00401,SCN2A
DB00401,SCN3A
DB00507,AKR1B1
DB01054,ADORA3
DB01054,TTR
DB01054,CYP2C9
DB01054,CACNA1H
DB01054,CYP2C19
DB01054,ADORA1
DB01054,ADORA2A
DB01054,CACNA1C
DB01054,CACNA1S
DB01054,PTAFR
DB01054,SCN1A
DB01054,SCN2A
DB01054,SCN3A
DB00698,CISD1
DB00336,G6PD
DB01422,PTGS2
DB01422,CTSB
DB01422,METAP2
DB01422,COMT
DB01422,BRD4
DB00585,ACHE
DB04821,SLC6A4
DB04821,HTR1A
DB04821,HRH1
DB04821,MAOA
DB04821,MPO
DB04821,ELK3
DB04821,HBB
DB04821,HBA1
DB00368,DRD2
DB00368,ADRB3
DB00368,SLC6A3
DB00368,OPRM1
DB00717,SLC6A4
DB00717,NR3C1
DB00717,ESR1
DB00717,SHBG
DB00717,ESR2
DB01059,GABRA1
DB01059,GABRA2
DB01059,GABRA3
DB01059,GABRA5
DB01059,CCL18
DB01059,GABRA4
DB01059,GABRA6
DB01059,TOP2B
DB01059,SLC47A1
DB01059,GABRP
DB01059,GABRB1
DB01059,GABRD
DB01059,GABRG2
DB01059,GABRG1
DB01059,GABRG3
DB01059,GABRB3
DB01059,GABRB2
DB01059,GABRQ
DB01059,GABRE
DB00540,DRD2
DB00540,ADRA2A
DB00540,HTR1A
DB00540,HTR2A
DB00540,HTR2B
DB00540,HTR2C
DB00540,HTR6
DB00540,ADRA1A
DB00540,ADRA2B
DB00540,DRD3
DB00540,HRH1
DB00540,HRH2
DB00540,CHRM1
DB00540,CHRM2
DB00540,CHRM3
DB00540,CHRM4
DB00540,CHRM5
DB00540,AOX1
DB00540,ADRA2C
DB00540,SLC6A3
DB00540,ADRA1D
DB00540,CYP2C19
DB00540,RET
DB00540,ADRA1B
DB00540,HTR1B
DB06174,SLC22A2
DB06174,SLC47A1
DB01051,ABCG2
DB06152,ADRA1D
DB06152,ADRA1A
DB06152,ADRA1B
DB01165,GABRA2
DB01165,SLC6A4
DB01165,CHRM1
DB01165,HRH3
DB01165,GABRP
DB01165,GABRB1
DB01165,GABRD
DB01165,GABRG2
DB01165,GABRA5
DB01165,GABRA3
DB01165,GABRG1
DB01165,GABRA4
DB01165,GABRG3
DB01165,GABRA6
DB01165,GABRA1
DB01165,GABRB3
DB01165,GABRB2
DB01165,GABRQ
DB01165,GABRE
DB01165,ZMPSTE24
DB00334,ADRB1
DB00334,ADRB2
DB00334,KCNH2
DB00334,HTR2B
DB00334,HRH2
DB00334,AOX1
DB00334,ADRA1D
DB00334,HTR5A
DB00334,ALOX15
DB00334,SLC6A2
DB00334,ELK3
DB00334,H1-0
DB00886,ACE
DB00886,MME
DB00886,APP
DB00338,FASN
DB00338,DDAH1
DB00338,GSTO1
DB00338,ENGASE
DB00904,KCNH2
DB00904,HTR2B
DB00904,AOX1
DB00904,SLC22A1
DB00904,HTR1B
DB00904,OPRM1
DB00904,CHRM1
DB00904,CCKBR
DB00904,SIGMAR1
DB00904,CHRNA7
DB00904,HTR2C
DB00904,HTR4
DB00904,HTR1D
DB00904,SLC22A2
DB00904,SLC47A1
DB00904,SLC47A2
DB00904,SLC22A3
DB00904,HTR3B
DB00904,CHRNB2
DB00904,CHRNA4
DB12930,SIGMAR1
DB12930,EBP
DB01083,FAAH
DB01083,ABHD16A
DB01083,PLA2G7
DB01083,LIPC
DB01083,LIPG
DB01173,SCN5A
DB01173,ADRA2A
DB01173,KCNH2
DB01173,SLC6A4
DB01173,SLC6A2
DB01173,HTR2A
DB01173,HTR2B
DB01173,HTR2C
DB01173,HTR6
DB01173,ADRA2B
DB01173,HRH2
DB01173,CHRM1
DB01173,CHRM2
DB01173,CHRM3
DB01173,CHRM4
DB01173,CHRM5
DB01173,SCN1A
DB01173,SCN4A
DB01173,SCN9A
DB01173,CYP2D6
DB01173,SCN10A
DB01173,SLC22A1
DB01173,GRIN2A
DB01173,GRIN2B
DB01173,GRIN2C
DB03209,UMPS
DB01092,ATP1A2
DB01092,KCNH2
DB00713,PTGS2
DB00713,PTGS1
DB00713,PDE11A
DB13308,PTGS1
DB13308,ALOX5
DB13308,PTGS2
DB00991,FPR1
DB00991,C5
DB00991,SHMT2
DB12877,HTR2A
DB12877,HTR2B
DB12877,DRD3
DB12877,CHRM1
DB01580,SLC22A1
DB01580,HTR1A
DB01062,SIGMAR1
DB01062,SLC6A2
