DRUGBANK_ID,pipe_genesymbol
DB00997,AFP
DB00590,ATAD5
DB12186,SIRT1
DB11913,PIM3
DB12129,GSK3B
DB00514,ABCB1
DB01594,GABRA3
DB00776,SCN5A
DB00770,CATSPER1
DB01608,ADRA1A
DB00507,CYP3A4
DB06589,HDAC2
DB01589,GABRB1
DB01217,CYP19A1
DB12458,GABRR3
DB12675,HTR4
DB03206,GLA
DB01234,ACTC1
DB12823,VKORC1
DB01238,HTR1A
DB01037,CYP2D6
DB16164,AR
DB00846,NR3C1
DB01151,HRH1
DB00531,TP53
DB05075,FGR
DB00120,NFE2L2
DB01179,CYP3A4
DB12340,PIK3CA
DB00389,CYP1A2
DB00692,CYP2C19
DB04014,CDK2
DB13374,CHRM3
DB00759,TAT
DB01577,DTNBP1
DB04824,GPR55
DB00898,PPARD
DB00909,SCN3A
DB12228,CALCRL
DB15187,AURKA
DB01234,TDO2
DB00603,AR
DB03535,ALDH1A1
DB00370,LEP
DB08881,MAP2K1
DB11665,ERBB2
DB11896,PIK3R1
DB00890,ALOX15B
DB00640,SLC28A2
DB00335,PTH
DB00189,GABRE
DB00230,CACNG2
DB00861,HSD17B10
DB01162,ADRA1A
DB15584,KDM4E
DB12978,NTRK3
DB00900,NT5C2
DB00384,SCNN1A
DB00849,GABRA6
DB02918,HPGD
DB00252,CYP2C19
DB11743,AKT2
DB00763,HLA-DRB1
DB13014,HPGD
DB00896,SERPINA6
DB00241,CHRNA4
DB04854,XDH
DB00170,F9
DB01234,AGTR1
DB05239,MAP2K7
DB00777,CHRM1
DB16063,ATR
DB12714,KCNA1
DB08883,GRIA4
DB11832,PDGFRA
DB01254,BRAF
DB00425,GABRA1
DB00777,ADRA1D
DB14125,ACE
DB00243,ABCB1
DB11651,PIK3R6
DB13089,CYP2C19
DB00834,NFE2L2
DB07931,CYP3A4
DB00214,ACE
DB00734,DRD3
DB01251,CYP2C9
DB00227,APOB
DB00521,ADRB1
DB00327,OPRK1
DB01118,ADRA1A
DB00396,RNASEH2A
DB11651,MAP4K2
DB11689,MITF
DB12672,ESR1
DB12369,PRKD3
DB00421,ABCB1
DB00648,CYP2B6
DB01023,CACNA1D
DB00373,ADRB2
DB01275,SMN2
DB12105,CACNA1B
DB00570,CGA
DB12267,ALK
DB01259,ERBB3
DB04014,FLT4
DB13292,CYP2D6
DB08889,PSMD13
DB12610,GLA
DB00651,PDE7A
DB06700,SLC6A4
DB01590,RET
DB12398,PTGS2
DB02709,SIRT1
DB08881,NF1
DB00335,PTGS2
DB04572,GSTP1
DB13345,MAPT
DB00422,COMT
DB00398,DDR2
DB00207,CYP2D6
DB00898,ITGB2
DB00628,GABRR2
DB00352,NT5C2
DB08911,CIC
DB01088,PTGER4
DB00908,CYP2C9
DB00571,ABCB1
DB00871,ADRB2
DB00533,IL10
DB04849,FLT1
DB05936,PLK4
DB11694,SGK2
DB07159,HIPK2
DB01166,PDE3B
DB00342,CYP2J2
DB11740,LRRK2
DB06579,GABRA1
DB00357,CYP1B1
DB01395,AR
DB02709,FOXO3
DB11772,PIK3C2A
DB01021,SLC12A3
DB00295,CCR2
DB01852,RACGAP1
DB04272,ALDH1A1
DB00552,ADA
DB01041,NAT2
DB12745,PRKCQ
DB01833,EHMT2
DB01254,CSF1R
DB00246,DRD2
DB08313,TUBB8
DB08660,USP2
DB00433,DRD1
DB00907,SLC6A2
DB12305,NAT1
DB01012,CASR
DB12138,CYP3A4
DB00291,TP53
DB12483,PTEN
DB01213,ADH1A
DB04842,ATAD5
DB01278,RAMP3
DB02690,CYP2D6
DB00396,FAS
DB00182,DRD2
DB08911,MAP2K1
DB00645,SCN10A
DB00741,TYMS
DB00332,CHRM1
DB11772,PIK3CG
DB11836,MTOR
DB01259,PGR
DB01577,GRIN1
DB06670,CTSK
DB00987,RRM2
DB13083,CYP26B1
DB03044,MAPK11
DB00563,TYMS
DB00342,THPO
DB00482,CA12
DB01353,GRIA2
DB00544,CCNK
DB00243,SCN9A
DB00674,ACHE
DB07159,JAK3
DB12094,MAPK13
DB12978,CDK19
DB00281,SCN5A
DB00350,CYP2C9
DB05223,HDAC2
DB02266,NFE2L2
DB11581,TP53
DB01042,TP53
DB13950,THPO
DB11632,COMT
DB06573,MMP2
DB00244,ALOX5
DB08865,ABCB1
DB01101,EXO1
DB01205,GABRA3
DB00571,ADRB2
DB01700,CASP3
DB02546,HDAC7
DB09205,CYP1A2
DB00216,HTR1B
DB00961,CYP2D6
DB00301,HLA-C
DB00831,CYP3A4
DB00255,E2F1
DB15408,CSNK2A1
DB00669,HTR1F
DB04786,SPINT1
DB01236,GRIA1
DB00381,CACNA1D
DB00184,FMO3
DB01645,CYP3A4
DB12369,PLK1
DB00280,SCN5A
DB01201,NR1I2
DB15945,POLK
DB00991,PTGS2
DB01200,HTR2A
DB04951,TGFB1
DB06589,MAP4K4
DB00755,RARG
DB11762,PSMB2
DB11723,DPP4
DB00642,DHFR
DB03496,CDK6
DB00756,GALK1
DB09280,CFTR
DB00945,HLA-DRB1
DB13481,KCNJ4
DB01353,GABRA2
DB00668,DRD1
DB01003,CYP3A4
DB01121,SCN5A
DB11656,FPR1
DB05271,DRD2
DB06772,TUBA3D
DB01229,SOX10
DB03921,CSNK1E
DB00795,CD83
DB09371,AR
DB12021,CDK2
DB12332,CYP2C8
DB08951,GLP1R
DB15357,CHRM5
DB00970,ESR1
DB12085,XIAP
DB11999,TOP2B
DB12495,AVPR1A
DB11623,MME
DB00425,GABRA3
DB01076,UGT1A3
DB01085,CHAT
DB15334,NPC1
DB14575,SCN9A
DB15335,HSD17B10
DB00818,GABRG2
DB06199,EDNRB
DB01156,DBH
DB00998,HTR1B
DB12558,ERBB2
DB11991,PSMD14
DB12174,HDAC7
DB00917,PTGER2
DB00162,ALDH1A1
DB00475,GABRP
DB08889,PSMC6
DB04216,FEN1
DB00255,BCL2
DB11666,PIK3R2
DB11629,PTGFR
DB12039,F2
DB01608,DRD1
DB00996,CACNA1F
DB00584,APEX1
DB00763,LEP
DB00898,SLC6A4
DB01093,ITGAM
DB01353,CHRNA4
DB00398,FLT3
DB00860,AR
DB00368,MAPT
DB04014,GSK3B
DB06362,TOP2A
DB00552,PRKAA1
DB00619,CLK4
DB00544,KLC1
DB07726,CXCL8
DB12925,TUBA3E
DB12565,HDAC7
DB00860,ANXA1
DB01589,GABRG3
DB00690,GABRR1
DB11891,HDAC6
DB00836,OPRM1
DB00363,CYP2C19
DB01118,KCNH2
DB00997,CYP19A1
DB00531,SOD2
DB09210,GRIA3
DB00860,HMGB1
DB06603,HDAC1
DB12319,ABCC1
DB09330,EGFR
DB13006,EPOR
DB12066,CYP17A1
DB00949,CYP3A4
DB11999,TOP2A
DB00590,ADRA1B
DB01128,AR
DB00230,CACNA1F
DB00449,ADRB1
DB01008,CYP3A4
DB01645,RAB9A
DB05351,ATP4A
DB08893,ADRB2
DB12229,HTR6
DB00723,ADRA1B
DB12588,STAT3
DB00627,HCAR2
DB00323,COMT
DB00818,GABRB3
DB15652,C5AR2
DB04938,CYP2C9
DB00448,BAZ2B
DB00897,BRDT
DB01055,EHMT2
DB01229,TUBA1B
DB05168,ESR1
DB00630,IL11
DB05220,FER
DB01594,GABRA2
DB00396,TAT
DB01036,CHRM4
DB02010,CSF2
DB12742,MET
DB08891,GABBR2
DB00458,CYP1A2
DB12063,GRIN2B
DB00753,GABRA3
DB00897,GABRA3
DB06134,MELK
DB05608,FGFR1
DB00457,NOS1
DB00481,ESR1
DB01098,CYP3A5
DB03206,MGAM
DB00589,DRD1
DB00983,CYP2C19
DB00892,CYP1A2
DB00227,HMGCR
DB00704,OPRD1
DB01132,CYP3A4
DB11699,CYP3A4
DB01189,GABRA1
DB00542,PRCP
DB01098,CRP
DB06201,SCN11A
DB00451,THRA
DB04983,P2RY4
DB00338,ATP4A
DB00859,PGD
DB11828,PIK3CA
DB01050,PTGS1
DB11757,ADORA2A
DB00457,ADRA1B
DB00807,SCN10A
DB06090,CYP3A4
DB00422,CDH23
DB00641,MMP2
DB00859,SLC2A4
DB01037,CYP2C9
DB00317,MAPK14
DB01590,GNAQ
DB05408,CASP10
DB00819,CA2
DB00564,CYP2C9
DB12415,AR
DB06182,DPP4
DB09074,ATM
DB00637,GMNN
DB00127,CASR
DB12962,MAPK9
DB14214,RECQL
DB11689,ALK
DB09274,CYP2A6
DB00661,TGFB1
DB00997,ABCC2
DB01100,HIF1A
DB01071,HRH1
DB12610,PKM
DB00236,NFE2L2
DB01115,SLC14A2
DB06264,SCN11A
DB06410,VDR
DB11829,PIM2
DB00199,IL1B
DB12180,BAP1
DB05294,EGFR
DB04868,BCR
DB09073,CDK4
DB12015,PIK3CG
DB12836,PTGER4
DB00412,NR1I2
DB00186,GPR68
DB12665,ALPI
DB00014,ESR1
DB12146,HRAS
DB12158,HCRTR1
DB00641,HMGCR
DB12245,IDH1
DB13063,NFKB1
DB00624,VDR
DB00215,CYP3A4
DB00993,TYMSOS
DB04705,NPC1
DB01234,DOK5
DB00368,ADRA2C
DB00916,ALDH1A1
DB00257,TSHR
DB12167,PIK3R2
DB08896,YES1
DB04824,KCNH2
DB01041,NFKB1
DB12072,FLT4
DB16101,L3MBTL1
DB04908,CYP1A2
DB00750,G6PD
DB00877,ERBB2
DB01224,DRD2
DB11694,MST1R
DB00170,AOX1
DB05984,KDR
DB11917,NQO1
DB07063,AKR1B1
DB01119,CYP2D6
DB01144,CA2
DB11986,MET
DB08653,HTR1E
DB11828,PGR
DB00361,TUBA1C
DB00398,DYRK3
DB01852,ESR1
DB08839,HTR1B
DB12369,AKT1
DB00997,RUNX1
DB09053,ITK
DB00690,GABRA4
DB11730,CDK6
DB04786,FEN1
DB00619,MET
DB00544,ALCAM
DB12597,ABL1
DB06350,P2RY12
DB00799,BCL2
DB12463,APH1A
DB06144,HTR2C
DB11772,PIK3CB
DB11973,FLT1
DB00443,PTGER4
DB12978,KIT
DB01403,HTR2B
DB01229,DDIT3
DB00481,ATXN2
DB01189,KCNA1
DB04849,PDGFRB
DB13178,NT5E
DB00257,CYP2D6
DB00928,GATA2
DB12979,DBH
DB01009,PTGS2
DB00675,NCOA3
DB00661,KCNA4
DB11836,SMAD4
DB00307,USP1
DB13174,APEX1
DB00555,SCN9A
DB00398,GMNN
DB06772,TUBB
DB11805,ABL1
DB01403,DRD4
DB01024,SNCA
DB00398,MAPK8
DB12400,STK11
DB12645,HDAC5
DB00898,DRD2
DB06176,HDAC6
DB11841,HDAC5
DB08931,GUCY1B1
DB01567,GABRE
DB00388,ITGAM
DB01216,SRD5A2
DB01224,GRIN2B
DB16299,BTK
DB01422,IDH1
DB03585,PTGS2
DB00818,ADRB2
DB07495,PRKD2
DB00753,GABRG1
DB01254,HCK
DB01085,NTRK2
DB00188,PSMD11
DB01041,PTGS2
DB01403,ADRA1B
DB00396,CD28
DB00898,PRKCD
DB06554,GABRA2
DB12682,ERBB2
DB12962,ABL1
DB01217,CYP1B1
DB16130,NLRP3
DB00728,SLCO1B1
DB01954,PDE4D
DB15299,CYP3A4
DB11851,ABCB1
DB12108,PIK3CB
DB12610,PMM2
DB08816,SLCO1B1
DB13044,ARSA
DB01036,CHRM3
DB00683,GABRA1
DB06401,IL6ST
DB00530,CLK4
DB00672,ABCC8
DB00594,EHMT2
DB00668,HYAL2
DB12318,EGFR
DB07159,TBK1
DB12235,ESR1
DB00334,DRD1
DB02365,HSPB1
DB00530,FLT4
DB16217,PIK3CA
DB05100,MMP13
DB09526,TYR
DB01119,CYP7B1
DB01430,ATP1A1
DB00775,ITGA2B
DB12130,ALK
DB08841,HTR3A
DB05585,TUBB4B
DB12464,OPRM1
DB14214,THRB
DB00188,PSMB1
DB00668,APEX1
DB12962,FYN
DB12231,NFE2L2
DB00794,SCN7A
DB00349,GABRA3
DB04786,PIK3CB
DB00335,ADRA2A
DB05928,SRPK1
DB00549,MAPK1
DB00982,RARG
DB00199,ABCC1
DB00928,SMAD3
DB09143,PTCH1
DB04860,TLR7
DB12399,CA1
DB03791,NR1H2
DB00317,CYP2C9
DB12819,APH1B
DB09242,ADRA2C
DB00811,ALDH1A1
DB15584,CYP3A4
DB01045,TNF
DB00477,HTR6
DB00201,RYR3
DB01580,ADRB2
DB11967,BRAF
DB12551,PPARD
DB12369,PRKCD
DB04842,PPARD
DB00605,AKR1B1
DB06176,ERBB2
DB00603,ERG
DB11516,USP1
DB06134,PTK2
DB06777,NR1I2
DB00472,CYP1A2
DB06616,TXK
DB08603,EHMT2
DB00734,ABCB1
DB12885,ADORA2A
DB00801,GABRG1
DB05928,FGFR2
DB11694,INSR
DB00334,CYP1A1
DB04014,PHKG2
DB12400,PIK3R3
DB05944,EGFR
DB00964,ADRA2A
DB01224,DRD1
DB00437,XDH
DB04786,DDIT3
DB11665,KDR
DB00751,HRH1
DB08875,PIK3CA
DB12645,HDAC1
DB05490,PPARG
DB01189,GABRA4
DB11740,TBK1
DB01033,CYP1A2
DB00586,DDIT3
DB00806,PDE3A
DB00463,GABRA4
DB01259,RET
DB15393,FLT4
DB01268,PDGFB
DB00877,FBXW7
DB00502,RYR1
DB08911,BRAF
DB11805,DDR2
DB11694,STK17A
DB00569,SERPINC1
DB00335,XIRP2
DB00546,GABRG3
DB00656,HTR1A
DB08059,SLC1A1
DB12565,HDAC8
DB00393,CACNA1S
DB02132,AKR1B1
DB06819,HDAC8
DB12332,PRKD2
DB01093,RARA
DB00530,ABCG2
DB00710,FDPS
DB01028,GABRA5
DB15393,FLT1
DB08399,MPHOSPH8
DB00228,GRIA1
DB00864,IL18
DB00188,PSMD4P1
DB02546,HDAC1
DB05928,SRC
DB00853,MSH6
DB12016,S1PR3
DB00628,GABRG3
DB14026,EHMT2
DB09256,DPYD
DB01098,SLCO1B3
DB02034,LCK
DB00997,GSTM1
DB12332,PARP1
DB12426,SLC6A9
DB01392,HTR7
DB05076,RARA
DB00945,P2RY1
DB01045,CYP2C9
DB00679,CYP1A2
DB14975,HBB
DB12260,GRIN2B
DB03560,MAOB
DB00169,FAS
DB12405,NFE2L2
DB01159,KCNK12
DB13040,JAK3
DB08895,STAT5A
DB11663,BRAF
DB01030,TOP1MT
DB00544,FOXO1
DB13917,TP53
DB00928,THPO
DB00831,TP53
DB00661,CACNA1C
DB03904,WRN
DB01032,SLC22A8
DB05575,KIT
DB00945,HGF
DB00863,CYP2C9
DB06134,SRPK1
DB01933,CDK1
DB11829,PRKCD
DB06589,LIMK1
DB00014,ESR2
DB00498,EHMT2
DB11640,NAT2
DB12015,SGK1
DB01194,CA14
DB00334,ADRA2C
DB00814,CYP2C9
DB00388,BAX
DB01174,CHRNA4
DB12198,NR3C1
DB00887,SLC12A2
DB02424,HIF1A
DB11781,NPEPPS
DB00694,HDAC7
DB11686,HTR2A
DB05928,RPS6KB1
DB08912,G6PD
DB00829,TSPO
DB06616,STK4
DB11942,XPO1
DB01595,GABRG1
DB00772,VDR
DB00188,PSMB3
DB09064,JUN
DB00625,HLA-DRB1
DB02116,CDK2
DB00661,TPCN2
DB15003,JAK1
DB00544,TYMS
DB01062,CHRM3
DB06134,AURKC
DB14089,PTPN5
DB01063,DRD2
DB00390,NFE2L2
DB00687,NR3C2
DB11830,HDAC9
DB00223,NR3C1
DB14766,S1PR5
DB04599,HTR2A
DB00947,PTEN
DB01452,DRD2
DB00696,HTR6
DB00295,F2R
DB14935,PIK3CD
DB00396,NRG1
DB00988,MPHOSPH8
DB12541,TP53
DB11526,HCK
DB00315,HTR1F
DB00937,SLC6A2
DB06264,CYP2D6
DB00842,GABRQ
DB00307,RXRG
DB09516,TYR
DB00764,ANXA1
DB14980,PIK3CA
DB07159,FGFR3
DB11892,AR
DB00757,HTR3A
DB02342,ATF2
DB03428,CDK2
DB00381,CACNA1S
DB13044,POLB
DB00328,PTGS2
DB00434,HRH1
DB15010,NFKB2
DB14887,DGAT1
DB00694,BLM
DB00811,ITPA
DB04690,HIF1A
DB01062,CHRM1
DB04462,NFE2L2
DB12742,RET
DB11877,GABRA5
DB12744,KDR
DB11841,RB1
DB06448,FNTA
DB06772,TUBB1
DB00554,PTGS2
DB15189,BRD4
DB00683,TSPO
DB00289,SLC6A2
DB00370,ADRA2B
DB00599,GRIK2
DB00531,BRCA1
DB13048,RECQL
DB01597,DPEP1
DB11841,HDAC6
DB00878,RAD52
DB00457,ADRA2B
DB01189,GABRA3
DB00468,SLC29A4
DB01388,CACNA1H
DB00162,ALDH1A2
DB00408,DRD1
DB00759,NR1I2
DB07159,BLK
DB00184,UGT1A7
DB05928,NTRK1
DB00997,TP53
DB00398,YES1
DB00091,TBXA2R
DB01589,GABRE
DB01062,CYP3A4
DB01016,SLCO2B1
DB15493,VDR
DB00308,KCNH2
DB01229,SPATA5
DB12011,PTGDR2
DB00624,SLCO1A2
DB06616,ABL1
DB00758,NOS3
DB00035,AVPR1B
DB13399,HTR2A
DB12368,BACE1
DB00555,UGT2B7
DB00801,GABRA1
DB06354,GRIK2
DB01179,TUBA3E
DB00543,SLC6A4
DB08162,CBL
DB00945,PTGS1
DB04841,HRH1
DB08906,NR3C1
DB00605,PTGS2
DB16137,PIK3CA
DB00968,APEX1
DB01011,NR1I2
DB00898,CYP2E1
DB01028,GABRB1
DB12975,ATP2A1
DB01558,GABRR3
DB06609,F2
DB00572,CYP19A1
DB00622,BDNF
DB00399,FDPS
DB01236,KCNA1
DB00756,MAPT
DB11973,KDR
DB11845,KIT
DB01129,ALDH1A1
DB00763,DPYSL3
DB00530,ERBB4
DB00620,NFE2L2
DB00349,GABRR3
DB12111,CYP2C9
DB12713,SLC5A1
DB13005,ABL1
DB00613,HNMT
DB11952,PIK3CG
DB02010,IL2RA
DB08922,DRD4
DB00281,SCN8A
DB00909,SCN4A
DB00499,BIRC5
DB11666,PIK3CB
DB00445,TOP2B
DB12429,MAP2K1
DB07795,TOP1
DB04933,TLR4
DB14191,SMAD3
DB05928,FLT3
DB01051,ABCC1
DB00331,PRKAB1
DB00394,NR3C1
DB00502,DRD4
DB13044,EHMT2
DB00794,GRIK2
DB00316,PTGS2
DB00291,GFER
DB01033,FTO
DB00505,CHRM5
DB00935,G6PD
DB08839,EHMT2
DB00628,TSPO
DB01427,ALDH1A1
DB00961,CYP2C9
DB02207,CYP1A2
DB11651,PIK3R1
DB00804,CHRM2
DB04942,RARA
DB02255,ADAM17
DB12962,LTK
DB00559,NR1I2
DB05220,GRK5
DB05103,HDAC7
DB01229,TP53
DB00404,BRD3
DB09073,MET
DB06148,ADRA2A
DB01110,KDM4A
DB01179,AR
DB06207,ADRA1A
DB06666,AVPR2
DB12318,ERBB4
DB00842,GABRB2
DB04838,AR
DB11886,FGFR1
DB00136,VDR
DB01268,NOS3
DB11694,PDGFRB
DB00719,HRH1
DB02342,PTEN
DB05708,CHRNA7
DB15006,AR
DB00795,CYP3A4
DB00694,GATA1
DB00734,UGT1A6
DB00281,CYP3A4
DB11986,KIT
DB00306,GABRP
DB13467,IDH1
DB00910,VDR
DB15299,NR1I2
DB12452,GJB6
DB01205,CYP2C19
DB13950,IDH1
DB01138,SLC22A12
DB09256,TYMS
DB11526,PDGFRB
DB06287,MTOR
DB00977,ESR2
DB01194,CA2
DB00408,DRD2
DB00959,ANXA1
DB00881,AGT
DB11938,OPRK1
DB06999,YES1
DB05608,IPO8
DB00635,GSTP1
DB00637,KCNH2
DB00482,MMP9
DB00935,HTR1B
DB13950,NPSR1
DB07810,ATM
DB01064,MTOR
DB06589,RET
DB12146,PTEN
DB01236,GLRB
DB01007,AR
DB14904,EGFR
DB00241,GRIK2
DB03568,HDAC5
DB00636,SLCO1B1
DB00996,ABCB1
DB12714,KCNA7
DB00642,TYMS
DB00242,XIAP
DB00176,CYP3A4
DB11694,ERBB4
DB00636,PPARA
DB08828,PTCH1
DB03608,ASIC1
DB01104,REEP5
DB08901,KDR
DB11447,NFE2L2
DB00274,ABCC4
DB01064,NRG1
DB01211,XDH
DB11974,PIK3R3
DB00605,FMO3
DB01242,SLC6A2
DB00444,FAS
DB14126,ABCC1
DB08142,CDK2
DB09079,PDGFRA
DB01588,GABRA3
DB00423,CA1
DB01254,ARID1A
DB00690,GABRG3
DB13781,ADRB1
DB06144,ADRA1A
DB00396,ATP7A
DB00321,CHRM1
DB08872,CACNG7
DB00227,CYP2D6
DB01205,GABRA4
DB12000,BRD4
DB00175,SLCO1B3
DB00277,PDE3A
DB12863,ELANE
DB00570,TUBB
DB15036,AXL
DB00175,RHOA
DB00317,IRAK1
DB01138,CYP3A4
DB01229,ERBB2
DB00204,KCNH2
DB00390,ATP1A3
DB13775,ADRB1
DB01173,GRIN3A
DB13469,BLM
DB00544,CCND1
DB01438,G6PD
DB00822,ALDH3A1
DB00842,GABRA5
DB00532,SCN8A
DB12392,HDAC10
DB11886,FGFR4
DB09039,CYP2D6
DB02207,HPGD
DB04365,CHRM2
DB06535,DRD5
DB00489,KCNH2
DB09074,PGR
DB01202,SV2A
DB00543,DRD4
DB11977,MET
DB00231,GABRR1
DB00762,TOP1
DB09079,FGFR2
DB01609,VDR
DB09213,TARDBP
DB11765,GCK
DB00628,GABRB3
DB01213,EHMT2
DB00750,SCN11A
DB01101,UMPS
DB05408,CASP5
DB00977,CYP2D6
DB00188,PSMA7
DB11958,KDR
DB00899,ABCB1
DB14676,NR3C1
DB06742,GBA
DB14973,JAK1
DB00619,NTRK1
DB00861,PTGS1
DB05939,HCAR2
DB11815,NOS2
DB00564,PRRC2A
DB00795,ACAT1
DB00780,EHMT2
DB00371,GABRA6
DB00507,NPC1
DB00227,CYP2C9
DB02959,RGS4
DB00401,CACNA1C
DB00697,ADRA2A
DB11793,BRCA2
DB04216,F2
DB00764,NR3C1
DB07101,TP53
DB11666,PIK3R3
DB00334,ADRA2B
DB14773,BRAF
DB05137,SLC18A2
DB03516,DPYD
DB11896,AKT1S1
DB12001,KRAS
DB01248,AKR1C3
DB00463,CHRNA4
DB08896,KIT
DB00822,CYP1A2
DB09073,CCND3
DB00726,SLC6A4
DB12703,PIK3R5
DB00393,CACNA1F
DB08872,CACNG3
DB01166,CYP3A5
DB00788,PTGS1
DB00482,CACNA1D
DB03203,UBE2N
DB00455,TSHR
DB01115,CACNA1S
DB01174,CYP3A4
DB00773,MYCN
DB15147,HTT
DB00997,DOK5
DB06510,ADRB1
DB08881,MET
DB12052,PDE5A
DB11740,IKBKE
DB06262,ADRA1A
DB12585,OPRM1
DB00564,CYP1A1
DB00231,GABRR2
DB01248,EGFR
DB00361,TUBA1A
DB00877,IL10
DB13766,SCN3A
DB08881,KRAS
DB11781,ANPEP
DB04338,LCK
DB00865,ADRA2A
DB00333,CYP2B6
DB00493,VDR
DB13089,PRKCD
DB08399,ATAD5
DB01428,HTT
DB00741,HIF1A
DB14846,PIK3CD
DB00608,G6PD
DB00598,ADRB1
DB12332,BRCA2
DB00843,ACHE
DB11841,HDAC1
DB00288,ANXA1
DB12887,KDM6A
DB00195,ADRB1
DB11907,EGFR
DB00806,PDE9A
DB00898,ADH4
DB12105,CACNA2D2
DB06817,UGT1A9
DB00823,AR
DB09074,BRCA1
DB00444,TOP2A
DB00468,ABCB1
DB00728,CHRNA2
DB00481,GHRL
DB00402,GABRG3
DB11726,CHRNA7
DB06707,HSD17B10
DB11663,PIK3C2B
DB02546,HDAC8
DB13329,KDM4A
DB08603,NFKB1
DB06075,INSRR
DB01033,FOLH1
DB00770,CYP1A2
DB03929,GLRA1
DB00626,LTF
DB01234,PZP
DB08905,CYP1B1
DB00562,BAZ2B
DB00276,ATXN2
DB00880,SLC12A3
DB00599,CHRNA7
DB00485,SLC22A8
DB12063,GRIN1
DB00530,EGFR
DB01645,PAEP
DB00132,GLS
DB08142,CDK4
DB06635,F10
DB04557,HPGD
DB04865,BIRC5
DB01880,KDM4E
DB00482,ATP2A3
DB08142,CDK1
DB00920,CYP2D6
DB06494,GNRHR
DB00815,USP1
DB13791,PPARD
DB00999,ALDH1A2
DB02709,IL1B
DB12742,FLT3
DB00925,CYP3A4
DB06199,SLCO1B1
DB14126,SLC22A6
DB00208,CYP2B6
DB00482,AR
DB12483,PIK3C2A
DB00691,ACE
DB01073,ATM
DB13005,YES1
DB13471,OPRK1
DB09272,OPRD1
DB06702,CYP3A4
DB01254,KIT
DB00317,PRKD3
DB01182,CYP2D6
DB12180,PIK3CA
DB00633,CYP3A4
DB00636,CYP4F2
DB01036,CHRM5
DB04216,PRKCA
DB00530,CYP3A4
DB00898,NAPEPLD
DB15097,P2RX3
DB01262,EGFR
DB00997,ATM
DB00581,CSF2
DB01100,DRD3
DB15091,JAK1
DB01614,CYP1A2
DB12494,PIM1
DB05767,NFKB1
DB07594,LTK
DB01403,HRH1
DB00187,ADRB1
DB00722,BDKRB2
DB00283,HRH1
DB01708,NOS1
DB00877,POR
DB01032,SLCO1C1
DB11651,PIK3R2
DB00318,CYP2D6
DB00563,CCND1
DB01026,EHMT2
DB14682,GRIN2C
DB00132,KAT2A
DB01014,PTGS2
DB09053,MYD88
DB00786,MMP9
DB00370,HTR2C
DB01590,HRAS
DB06195,CDK7
DB03585,NFE2L2
DB06354,GRIK3
DB12116,COIL
DB04818,CYP1A2
DB11772,PIK3C2G
DB00484,ADRA2C
DB00503,CYP3A4
DB00849,GABRA1
DB09128,HTR1A
DB07118,CYP1A2
DB11805,SRC
DB00762,KCNQ5
DB00924,ADRA2C
DB00292,GABRA1
DB00371,GABRE
DB01174,GABRA2
DB00363,HTR2B
DB01624,DRD2
DB14141,NFE2L2
DB01101,MIR27A
DB00756,RAPGEF3
DB00321,CHRM2
DB00148,MOBP
DB01558,GABRG2
DB01268,NR1I3
DB01355,GABRA4
DB00690,GABRR2
DB00997,CYP2C19
DB00493,TNF
DB00878,UBE2N
DB14509,GSK3B
DB00704,OPRK1
DB00555,SCN3A
DB00334,HTR1A
DB11836,STK11
DB00199,CYP2C19
DB00312,GRIK2
DB04840,ADRA2A
DB00801,GABRR1
DB00907,CNR1
DB01254,STAT5B
DB01035,SCN5A
DB08901,ABL1
DB01041,CYP4B1
DB06535,DRD3
DB00477,CYP3A4
DB08889,PSMC5
DB00746,NFE2L2
DB12094,MAPK14
DB00993,AOX1
DB12601,PIK3CB
DB13182,CYP2C9
DB12803,ADRB2
DB06169,TUBB
DB11743,KRAS
DB12594,P2RX7
DB00210,RARA
DB06362,TOP1
DB01950,GSK3A
DB00864,CAPN10
DB00445,GSTP1
DB01041,RBX1
DB12193,TNF
DB11890,ITGAV
DB01064,ADRA1D
DB12645,HDAC7
DB08912,BRAF
DB14061,RAD52
DB12507,F2
DB12015,NRAS
DB11893,PSENEN
DB01558,CYP2D6
DB01088,TBXA2R
DB00928,GSTP1
DB14916,MAP3K5
DB11913,CDK1
DB03167,NR3C1
DB02375,CYP1A2
DB05626,HSP90AA1
DB01242,SLC6A4
DB01159,CYP2A6
DB00356,KCNN4
DB06603,HDAC8
DB00262,PLAU
DB00741,HAS3
DB12601,PIK3CA
DB09274,ATP2A1
DB11811,PPARG
DB00246,DRD4
DB01254,PDGFRB
DB01268,PDGFC
DB00898,F2R
DB09143,SMO
DB11896,PIK3C2B
DB09210,GRIA1
DB00396,NFE2L2
DB13343,ALPG
DB02709,AR
DB14754,SLC6A2
DB00522,HPN
DB04573,ESR1
DB00459,VDR
DB09078,RET
DB07919,CYP1A2
DB00277,PDE4A
DB00531,MYCN
DB12838,ADRA2C
DB00273,CA7
DB11694,FYN
DB08877,TYK2
DB00331,SLC22A1
DB00455,KCNA5
DB05408,CASP4
DB00396,CTSC
DB00175,HMGCR
DB01200,LEP
DB00999,ADRB1
DB02375,RAPGEF4
DB01068,GABRG3
DB06144,ADRA1D
DB00945,IL4
DB00619,KIT
DB06177,SLC2A4
DB01045,SLCO1B1
DB00228,RYR1
DB00897,CREBBP
